,count,month,year,time,date,RF.BKA.02_5 min,RF.BKA.02_15 min,RF.BKA.02_30 min,RF.BKA.02_1 hr,FW.BBU.01_Q,FW.BBU.01_WL
2109,18,10,2017,01:30:00,25/10/2017,0,0,0,0,5.29,0.54
2110,18,10,2017,01:35:00,25/10/2017,0,0,0,0,5.29,0.54
2111,18,10,2017,01:40:00,25/10/2017,0,0,0,0,5.82,0.54
2112,18,10,2017,01:45:00,25/10/2017,0,0,0,0,5.82,0.54
2113,18,10,2017,01:50:00,25/10/2017,0,0,0,0,7.19,0.53
2114,18,10,2017,01:55:00,25/10/2017,0,0,0,0,7.19,0.53
2115,18,10,2017,02:00:00,25/10/2017,0,0,0,0,7.76,0.53
2116,19,11,2017,13:50:00,20/11/2017,0,0,0,0,5.46,0.06
2117,19,11,2017,13:55:00,20/11/2017,0,0,0,0,5.46,0.06
2118,19,11,2017,14:00:00,20/11/2017,0,0,0,0,5.38,0.06
2119,19,11,2017,14:05:00,20/11/2017,0,0,0,0,5.38,0.06
2120,19,11,2017,14:10:00,20/11/2017,0,0,0,0,6.37,0.06
2121,19,11,2017,14:15:00,20/11/2017,0,0,0,0,6.37,0.06
2122,19,11,2017,14:20:00,20/11/2017,0,0,0,0,7.1,0.06
2123,19,11,2017,14:25:00,20/11/2017,0,0,0,0,7.1,0.06
2124,19,11,2017,14:30:00,20/11/2017,0,0,0,0,7.19,0.06
2125,19,11,2017,14:35:00,20/11/2017,0,0,0,0,7.19,0.06
2126,19,11,2017,14:40:00,20/11/2017,0,0,0,0,7.08,0.05
2127,19,11,2017,14:45:00,20/11/2017,0,0,0,0,7.08,0.05
2128,19,11,2017,14:50:00,20/11/2017,0,0,0,0,6.68,0.05
2129,19,11,2017,14:55:00,20/11/2017,0,0,0,0,6.68,0.05
2130,19,11,2017,15:00:00,20/11/2017,0,0,0,0,5.85,0.06
2131,19,11,2017,15:05:00,20/11/2017,0,0,0,0,5.85,0.06
2132,19,11,2017,15:10:00,20/11/2017,0,0,0,0,5.99,0.06
2133,19,11,2017,15:15:00,20/11/2017,0,0,0,0,5.99,0.06
2134,19,11,2017,15:20:00,20/11/2017,0,0,0,0,6.31,0.06
2135,19,11,2017,15:25:00,20/11/2017,0,0,0,0,6.31,0.06
2136,19,11,2017,15:30:00,20/11/2017,0,0,0,0,5.74,0.05
2137,19,11,2017,15:35:00,20/11/2017,0,0,0,0,5.74,0.05
2138,19,11,2017,15:40:00,20/11/2017,0,0,0,0,5.37,0.04
2139,19,11,2017,15:45:00,20/11/2017,0,0,0,0,5.37,0.04
2140,19,11,2017,15:50:00,20/11/2017,0,0,0,0,5.7,0.04
2141,19,11,2017,15:55:00,20/11/2017,0,0,0,0,5.7,0.04
2142,19,11,2017,16:00:00,20/11/2017,0,0,0,0,5.35,0.04
2143,19,11,2017,16:05:00,20/11/2017,0,0,0,0,5.35,0.04
2144,19,11,2017,16:10:00,20/11/2017,0,0,0,0,5.69,0.04
2145,19,11,2017,16:15:00,20/11/2017,0,0,0,0,5.69,0.04
2146,19,11,2017,16:20:00,20/11/2017,0,0,0,0,6.78,0.03
2147,19,11,2017,16:25:00,20/11/2017,0,0,0,0,6.78,0.03
2148,19,11,2017,16:30:00,20/11/2017,0,0,0,0,7.18,0.03
2149,19,11,2017,16:35:00,20/11/2017,0,0,0,0,7.18,0.03
2150,19,11,2017,16:40:00,20/11/2017,0,0,0,0,6.14,0.03
2151,19,11,2017,16:45:00,20/11/2017,0,0,0,0,6.14,0.03
2152,19,11,2017,16:50:00,20/11/2017,0,0,0,0,4.04,0.04
2153,19,11,2017,16:55:00,20/11/2017,0,0,0,0,4.04,0.04
2154,19,11,2017,17:00:00,20/11/2017,0,0,0,0,4.71,0.05
2155,19,11,2017,17:05:00,20/11/2017,0,0,0,0,4.71,0.05
2156,19,11,2017,17:10:00,20/11/2017,0,0,0,0,5.77,0.05
2157,19,11,2017,17:15:00,20/11/2017,0.5,0.5,0.5,0.5,5.77,0.05
2158,19,11,2017,17:20:00,20/11/2017,0,0.5,0.5,0.5,5.3,0.05
2159,19,11,2017,17:25:00,20/11/2017,0.5,1,1,1,5.3,0.05
2160,19,11,2017,17:30:00,20/11/2017,0,0.5,1,1,5.12,0.06
2161,19,11,2017,17:35:00,20/11/2017,0.5,1,1.5,1.5,5.12,0.06
2162,19,11,2017,17:40:00,20/11/2017,0,0.5,1.5,1.5,4.72,0.06
2163,19,11,2017,17:45:00,20/11/2017,0.5,1,1.5,2,4.72,0.06
2164,19,11,2017,17:50:00,20/11/2017,0,0.5,1.5,2,5.18,0.06
2165,19,11,2017,17:55:00,20/11/2017,0.5,1,1.5,2.5,5.18,0.06
2166,19,11,2017,18:00:00,20/11/2017,0.5,1,2,3,5.13,0.06
2167,19,11,2017,18:05:00,20/11/2017,0.5,1.5,2,3.5,5.13,0.06
2168,19,11,2017,18:10:00,20/11/2017,0.5,1.5,2.5,4,5.28,0.07
2169,19,11,2017,18:15:00,20/11/2017,1.5,2.5,3.5,5,5.28,0.07
2170,19,11,2017,18:20:00,20/11/2017,0.5,2.5,4,5.5,4.74,0.08
2171,19,11,2017,18:25:00,20/11/2017,0,2,3.5,5,4.74,0.08
2172,19,11,2017,18:30:00,20/11/2017,0,0.5,3,5,5.09,0.09
2173,19,11,2017,18:35:00,20/11/2017,0,0,2.5,4.5,5.09,0.09
2174,19,11,2017,18:40:00,20/11/2017,0,0,2,4.5,5.41,0.1
2175,19,11,2017,18:45:00,20/11/2017,0,0,0.5,4,5.41,0.1
2176,19,11,2017,18:50:00,20/11/2017,0,0,0,4,5.21,0.11
2177,19,11,2017,18:55:00,20/11/2017,0,0,0,3.5,5.21,0.11
2178,19,11,2017,19:00:00,20/11/2017,0,0,0,3,4.44,0.12
2179,19,11,2017,19:05:00,20/11/2017,0,0,0,2.5,4.44,0.12
2180,19,11,2017,19:10:00,20/11/2017,0,0,0,2,3.69,0.13
2181,19,11,2017,19:15:00,20/11/2017,0,0,0,0.5,3.69,0.13
2182,19,11,2017,19:20:00,20/11/2017,0,0,0,0,4.14,0.14
2183,19,11,2017,19:25:00,20/11/2017,0,0,0,0,4.14,0.14
2184,19,11,2017,19:30:00,20/11/2017,0,0,0,0,4.24,0.14
2185,19,11,2017,19:35:00,20/11/2017,0,0,0,0,4.24,0.14
2186,19,11,2017,19:40:00,20/11/2017,0,0,0,0,4.79,0.14
2187,19,11,2017,19:45:00,20/11/2017,0,0,0,0,4.79,0.14
2188,19,11,2017,19:50:00,20/11/2017,0,0,0,0,4.52,0.14
2189,19,11,2017,19:55:00,20/11/2017,0,0,0,0,4.52,0.14
2190,19,11,2017,20:00:00,20/11/2017,0,0,0,0,4.49,0.14
2191,19,11,2017,20:05:00,20/11/2017,0,0,0,0,4.49,0.14
2192,19,11,2017,20:10:00,20/11/2017,0,0,0,0,4.48,0.14
2193,19,11,2017,20:15:00,20/11/2017,0,0,0,0,4.48,0.14
2194,19,11,2017,20:20:00,20/11/2017,0,0,0,0,3.74,0.14
2195,19,11,2017,20:25:00,20/11/2017,0,0,0,0,3.74,0.14
2196,19,11,2017,20:30:00,20/11/2017,0,0,0,0,3.07,0.14
2197,19,11,2017,20:35:00,20/11/2017,0,0,0,0,3.07,0.14
2198,19,11,2017,20:40:00,20/11/2017,0,0,0,0,3.08,0.15
2199,19,11,2017,20:45:00,20/11/2017,0,0,0,0,3.08,0.15
2200,19,11,2017,20:50:00,20/11/2017,0,0,0,0,2.29,0.15
2201,19,11,2017,20:55:00,20/11/2017,0,0,0,0,2.29,0.15
2202,19,11,2017,21:00:00,20/11/2017,0,0,0,0,3.82,0.14
2203,19,11,2017,21:05:00,20/11/2017,0,0,0,0,3.82,0.14
2204,19,11,2017,21:10:00,20/11/2017,0,0,0,0,3.13,0.14
2205,19,11,2017,21:15:00,20/11/2017,0,0,0,0,3.13,0.14
2206,19,11,2017,21:20:00,20/11/2017,0,0,0,0,3.84,0.14
2207,19,11,2017,21:25:00,20/11/2017,0,0,0,0,3.84,0.14
2208,19,11,2017,21:30:00,20/11/2017,0,0,0,0,3.35,0.13
2209,19,11,2017,21:35:00,20/11/2017,0,0,0,0,3.35,0.13
2210,19,11,2017,21:40:00,20/11/2017,0,0,0,0,3.79,0.13
2211,19,11,2017,21:45:00,20/11/2017,0,0,0,0,3.79,0.13
2212,19,11,2017,21:50:00,20/11/2017,0,0,0,0,3.78,0.13
2213,19,11,2017,21:55:00,20/11/2017,0,0,0,0,3.78,0.13
2214,19,11,2017,22:00:00,20/11/2017,0,0,0,0,3.7,0.12
2215,19,11,2017,22:05:00,20/11/2017,0,0,0,0,3.7,0.12
2216,19,11,2017,22:10:00,20/11/2017,0,0,0,0,3.56,0.11
2217,19,11,2017,22:15:00,20/11/2017,0,0,0,0,3.56,0.11
2218,19,11,2017,22:20:00,20/11/2017,0,0,0,0,3.59,0.11
2219,19,11,2017,22:25:00,20/11/2017,0,0,0,0,3.59,0.11
